movieId,title,genres,cast,keywords,popularity,rating,poster,mood,Industry
4247,Scary Movie (2000),Comedy,Anna Faris|Regina Hall|Marlon Wayans,high school|psychopath|garage|satire|parody|crude humor|spoof|slasher|horror spoof|drugs|aftercreditsstinger|horror parody|enthusiastic,22.6071,6.4,https://image.tmdb.org/t/p/w500/fVQFPRuw3yWXojYDJvA5EoFjUOY.jpg,Feel-Good,HOLLYWOOD
98,Gladiator (2000),Action|Drama|Adventure,Russell Crowe|Joaquin Phoenix|Connie Nielsen,"gladiator|rome, italy|arena|senate|roman empire|parent child relationship|emperor|slavery|ancient rome|revenge|battlefield|slave auction|historical fiction|ancient world|combat|chariot|philosopher|barbarian horde|2nd century|successor|commodus|maximus|serene|defiant|excited|gladiador",16.6405,8.223,https://image.tmdb.org/t/p/w500/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg,Epic/Myth,HOLLYWOOD
4234,Scream 3 (2000),Horror|Mystery,Neve Campbell|Courteney Cox|David Arquette,mask|isolation|movie business|ex-cop|sequel|serial killer|reporter|slasher|hollywood|self-referential|phone call|satirical|annual phone call,11.817,6.006,https://image.tmdb.org/t/p/w500/qpH8ToZVlFD1bakL04LkEKodyDI.jpg,Dark,HOLLYWOOD
77,Memento (2000),Mystery|Thriller,Guy Pearce|Carrie-Anne Moss|Joe Pantoliano,"drug dealer|amnesia|insulin|tattoo|waitress|motel|manipulation|flashback|confusion|revenge|murder|memory loss|memory|psychological thriller|whodunit|los angeles, california|polaroid|based on short story|nonlinear timeline|mourning|insurance agent|individuality|phone call|disturbed|paranoid|neo-noir|somber|reverse chronology|diabetes|bewildered|bold|complicated|suspense mystery",12.5593,8.176,https://image.tmdb.org/t/p/w500/fKTPH2WvH8nHTXeBYBVhawtRqtR.jpg,Dark,HOLLYWOOD
11688,The Emperor's New Groove (2000),Adventure|Animation|Comedy|Family|Fantasy,David Spade|John Goodman|Eartha Kitt,central and south america|kingdom|birthday|peru|emperor|villain|palace|berater|breaking the fourth wall|incan empire|assassination attempt|15th century|llama,10.6397,7.6,https://image.tmdb.org/t/p/w500/isA0acj3ONKBLp1pKadUNzxEPFv.jpg,Epic/Myth,HOLLYWOOD
107,Snatch (2000),Crime|Comedy,Jason Statham|Alan Ford|Stephen Graham,robbery|trailer park|england|gypsy|gambling|bare knuckle boxing|slang|diamond|antwerp|pig|gangster|boxer|underground fighting|diamond heist|pikey|excited,11.4995,7.817,https://image.tmdb.org/t/p/w500/kJZoAHq1SLDdWjeNGtlHAnGpmFV.jpg,Feel-Good,HOLLYWOOD
1359,American Psycho (2000),Thriller|Drama|Crime,Christian Bale|Justin Theroux|Josh Lucas,new york city|based on novel or book|businessman|psychopath|dark comedy|satire|wall street|serial killer|chainsaw|big city|psychological thriller|character study|white collar|harvard business school|voice imitation|1980s|american businessman|bloody|ambiguity|psychological horror|horror|baffled|horrified,10.2159,7.408,https://image.tmdb.org/t/p/w500/9uGHEgsiUXjCNq8wdq4r49YL8A1.jpg,Dark,HOLLYWOOD
10867,Malena (2000),Drama,Monica Bellucci|Giuseppe Sulfaro|Luciano Federico,"jealousy|sicily, italy|widow|world war ii|longing|beautiful woman|crush|sex trafficking|intrigue|pretty woman|milf|sad story|admiring|sympathetic|rich to poor|broken women",10.4753,7.4,https://image.tmdb.org/t/p/w500/3OyQTl0IGkbnjDxd3MhztfPE34g.jpg,Romantic,KOREAN
5842,Versus (2000),Horror|Fantasy|Action|Thriller|Adventure,Tak Sakaguchi|Hideo Sakaki|Kenji Matsuda,japan|samurai|yakuza|forest|escaped convict|zombie|back from the dead|chanbara|abduction,6.692,6.3,https://image.tmdb.org/t/p/w500/dEk6Fpm4lkEBQBVpzTOLau7qgR9.jpg,Epic/Myth,HOLLYWOOD
8871,How the Grinch Stole Christmas (2000),Family|Comedy|Fantasy,Jim Carrey|Taylor Momsen|Jeffrey Tambor,new love|based on novel or book|holiday|christmas party|village|santa claus|surrealism|thief|public humiliation|christmas|surreal world,7.3285,6.781,https://image.tmdb.org/t/p/w500/1WZbbPApEivA421gCOluuzMMKCk.jpg,Epic/Myth,HOLLYWOOD
8358,Cast Away (2000),Adventure|Drama,Tom Hanks|Helen Hunt|Chris Noth,exotic island|suicide attempt|volleyball|survival|remarriage|loneliness|castaway|airplane crash|presumed dead|deserted island|tropical island|south pacific|intense|bold|melodramatic|enoch arden,9.1008,7.66,https://image.tmdb.org/t/p/w500/7lLJgKnAicAcR5UEuo8xhSMj18w.jpg,Adrenaline,HOLLYWOOD
843,In the Mood for Love (2000),Drama|Romance,Maggie Cheung|Tony Leung Chiu-wai|Siu Ping-Lam,"adultery|newspaper|secret love|martial arts|lovesickness|husband wife relationship|shanghai, china|marriage crisis|married couple|singapore|deceived husband|forbidden love|melancholy|neighbor|author|hong kong|extramarital affair|1960s|asian culture|intense|adultério",8.2124,8.1,https://image.tmdb.org/t/p/w500/iYypPT4bhqXfq1b6EnmxvRt6b2Y.jpg,Romantic,KOREAN
146,"Crouching Tiger, Hidden Dragon (2000)",Adventure|Drama|Action|Romance,Chow Yun-Fat|Michelle Yeoh|Zhang Ziyi,martial arts|kung fu|based on novel or book|flying|taskmaster|sword|tiger|villainess|mountain|comb|fistfight|sword fight|thief|revenge|theft|historical|female martial artist|18th century|wuxia|warrior|bamboo|tavern fight|action hero|qing dynasty|whimsical,7.3275,7.431,https://image.tmdb.org/t/p/w500/iNDVBFNz4XyYzM9Lwip6atSTFqf.jpg,Adrenaline,CHINESE
1900,Traffic (2000),Thriller|Drama|Crime,Michael Douglas|Benicio del Toro|Catherine Zeta-Jones,drug dealer|daughter|mother|drug abuse|drug smuggling|smuggling (contraband)|war on drugs|drug trafficking|addicted|police operation|father|usa–mexico border|addiction|drug lord|marriage dispute,7.1553,7.1,https://image.tmdb.org/t/p/w500/jbccmnqE4oAPI67bApgt2JiRPz8.jpg,Dark,HOLLYWOOD
9532,Final Destination (2000),Horror,Devon Sawa|Ali Larter|Kerr Smith,airport|time travel|omen|premonition|airplane accident|airplane crash|corpse|death|macabre|near-death experience|desperate|cheating death|supernatural horror|cliché|deaths,7.3336,6.63,https://image.tmdb.org/t/p/w500/1mXhlQMnlfvJ2frxTjZSQNnA9Vp.jpg,Dark,HOLLYWOOD
4327,Charlie's Angels (2000),Action|Comedy|Adventure,Cameron Diaz|Drew Barrymore|Lucy Liu,martial arts|undercover agent|spy|secret agent|satire|female friendship|millionaire|agent|heroine|burlesque|spy hero|based on tv series|suspenseful|reminiscent|admiring|amused|assertive|audacious|bold|excited|melodramatic|sarcastic,7.3235,5.9,https://image.tmdb.org/t/p/w500/iHTmZs0BmkwMCYi8rhvMWC5G4EM.jpg,Adrenaline,KOREAN
2024,The Patriot (2000),Drama|History|War|Action,Mel Gibson|Heath Ledger|Joely Richardson,daughter|mission|general|southern usa|loss of loved one|rebel|patriotism|insurgence|gore|south carolina|based on true story|sword fight|historical fiction|soldier|patriot|18th century|american revolution|revolutionary war,6.5158,7.183,https://image.tmdb.org/t/p/w500/fWZd815QxUCUcrWQZwUkAp9ljG.jpg,Epic/Myth,HOLLYWOOD
2123,"Me, Myself & Irene (2000)",Comedy,Jim Carrey|Renée Zellweger|Anthony Anderson,schizophrenia|road trip|ex-cop|aftercreditsstinger|duringcreditsstinger|hilarious|ridiculous,6.4009,6.6,https://image.tmdb.org/t/p/w500/rvRrcbLbpn7UJGRH1JupgHOeJFq.jpg,Feel-Good,HOLLYWOOD
9741,Unbreakable (2000),Thriller|Drama|Mystery,Bruce Willis|Samuel L. Jackson|Robin Wright,"philadelphia, pennsylvania|parent child relationship|marriage crisis|superhero|train accident|invulnerability|biting|super power|disability|shocking|angry|hostile|father son relationship|frightened|eastrail 177",6.2571,7.1,https://image.tmdb.org/t/p/w500/mLuehrGLiK5zFCyRmDDOH6gbfPf.jpg,Dark,HOLLYWOOD
7443,Chicken Run (2000),Animation|Comedy|Family,Julia Sawalha|Mel Gibson|Imelda Staunton,farm|northern england|escape|freedom|chicken|villain|yorkshire|stop motion|explosion|farmer|female villain|pie machine|claymation|plasticine|royal air force|raf|whimsical,6.4582,6.8,https://image.tmdb.org/t/p/w500/8XgmIsbpVamdhwcNVsYzohFZTtT.jpg,Feel-Good,HOLLYWOOD
19576,One Piece: The Movie (2000),Action|Animation|Adventure|Comedy|Fantasy,Mayumi Tanaka|Kazuya Nakai|Akemi Okamura,pirate gang|treasure hunt|pirate|shounen|anime,7.195,7.0,https://image.tmdb.org/t/p/w500/6QOrTYafoqzXPWLnR2K8129jTHH.jpg,Epic/Myth,ANIME
3981,What Women Want (2000),Comedy|Romance,Mel Gibson|Helen Hunt|Marisa Tomei,telepathy|romcom|womanizer|single father|super power|teenage daughter|misogyny|advertising executive|woman director|female psyche|romantic|amused|appreciative,6.7292,6.447,https://image.tmdb.org/t/p/w500/eqkBEMDk1316Yx5wVoabWY07JAi.jpg,Feel-Good,HOLLYWOOD
955,Mission: Impossible II (2000),Adventure|Action|Thriller,Tom Cruise|Dougray Scott|Thandiwe Newton,dying and death|mask|island|central intelligence agency (cia)|helicopter|computer|spain|undercover|skyscraper|secret mission|spy|secret identity|ex-lover|fake identity|secret agent|climbing|secret government organization|infiltration|duel|lethal virus|motorcycle|rescue team|slow motion|agent|fictional government agency|research laboratory|motorcycle chase|government agency|based on tv series,6.6643,6.141,https://image.tmdb.org/t/p/w500/hfnrual76gPeNFduhD4xzHWpfTw.jpg,Adrenaline,HOLLYWOOD
3176,Battle Royale (2000),Drama|Thriller|Action,Tatsuya Fujiwara|Aki Maeda|Takeshi Kitano,high school|friendship|suicide|island|japan|based on novel or book|asia|dystopia|gore|survival|tragedy|murder|soldier|battle|death|death match|school class|japanese|extreme violence|psychological|science fiction|inspirational|students|suspense|death game,7.1621,7.3,https://image.tmdb.org/t/p/w500/aLGKAQKgzWpJ6egyWzzC11jXBRJ.jpg,Adrenaline,HOLLYWOOD
7450,Titan A.E. (2000),Animation|Science Fiction|Adventure|Family|Action,Matt Damon|Bill Pullman|Drew Barrymore,galaxy|mission|monster|dystopia|alien|space,5.086,6.613,https://image.tmdb.org/t/p/w500/el2iHk3LTJWfEnwrvcRkvWY501G.jpg,Adrenaline,HOLLYWOOD
1443,The Virgin Suicides (2000),Drama|Romance,Kirsten Dunst|Josh Hartnett|James Woods,suicide|based on novel or book|michigan|suicide attempt|1970s|coming of age|suburb|lust|family|catholic|overprotective parent|teen suicide|femininity|woman director|male gaze|anxious|cautionary|sisters|disheartening,5.8352,7.131,https://image.tmdb.org/t/p/w500/1NCQtXPQnaHRjOZVmktA9BSM35F.jpg,Romantic,HOLLYWOOD
392,Chocolat (2000),Comedy|Drama|Romance,Juliette Binoche|Judi Dench|Alfred Molina,small town|france|based on novel or book|chocolate|parent child relationship|tradition|chocolaterie|mayor|houseboat|praline|romcom|single|morality|church|landlady|catholic priest|non conformity|1950s|lent|sermon|gypsy camp|joyous|adoring|amused|exuberant|mean spirited|vibrant,5.5663,7.0,https://image.tmdb.org/t/p/w500/lnwPvyj8UR7MetG2pQ92453IIoR.jpg,Feel-Good,HOLLYWOOD
134,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime,George Clooney|John Turturro|Tim Blake Nelson,music record|country music|based on novel or book|prophecy|southern usa|mississippi river|seduction|fraud|philosophical|reflective|dramatic|amused|complicated|enchant|excited|melodramatic|prisão|profecia,5.5508,7.324,https://image.tmdb.org/t/p/w500/s9foMAcLg8GEzzQzer04qOGdD1k.jpg,Adrenaline,HOLLYWOOD
3134,Baise-moi (2000),Crime|Drama|Thriller,Karen Lancaume|Raffaëla Anderson|Ouassini Embarek,rape|nihilism|sadism|women's sexual identity|feminism|revenge|murder|woman director|depravity|new french extremism,5.3599,4.8,https://image.tmdb.org/t/p/w500/zmkh7qyNIQmx2xi972WL39wzqOH.jpg,Dark,HOLLYWOOD
462,Erin Brockovich (2000),Drama,Julia Roberts|Albert Finney|Aaron Eckhart,biography|based on true story|single mother|water pollution|environmental law|legal drama|corporate negligence,5.3621,7.4,https://image.tmdb.org/t/p/w500/eMs20iUQyZVs05Ck7Q0LNnRsstr.jpg,Romantic,HOLLYWOOD
786,Almost Famous (2000),Drama|Music,Billy Crudup|Frances McDormand|Kate Hudson,"hotel room|concert|rock 'n' roll|stewardess|drug addiction|san diego, california|overdose|groupie|music journalist|heavy metal|based on true story|swimming pool|coming of age|promiscuity|on the road|domineering mother|reconciliation|semi autobiographical|innocence lost|bus trip|aspiring writer|mischievous|cautionary|teenager|amused|celebratory|comforting|frustrated|cleveland, ohio",4.9524,7.496,https://image.tmdb.org/t/p/w500/3rrkyLYbgLj84AYvjhdcJot4JPx.jpg,Romantic,HOLLYWOOD
10567,Dinosaur (2000),Animation|Family|Adventure|Drama,D. B. Sweeney|Alfre Woodard|Ossie Davis,cataclysm|asteroid|villain|comet|migration|prehistory|prehistoric creature|dinosaur|birth|death|nesting grounds|cavern|lemur|wonder|mesozoic|comforting,5.6962,6.554,https://image.tmdb.org/t/p/w500/rSje3FS7ycJSglowlngjsvDt7vO.jpg,Adrenaline,HOLLYWOOD
6282,Coyote Ugly (2000),Comedy|Drama|Music|Romance,Piper Perabo|Maria Bello|Bridget Moynahan,beautiful woman,5.2695,6.3,https://image.tmdb.org/t/p/w500/xYM0laKrEqjiRSQNvqRrXPXN3iL.jpg,Feel-Good,HOLLYWOOD
240143,Annayya (2000),Family|Comedy,Chiranjeevi|Soundarya|Ravi Teja,,5.5767,5.8,https://image.tmdb.org/t/p/w500/nnlFk5IlqALE3zoLCRTeOVjquWo.jpg,Feel-Good,HOLLYWOOD
55,Amores Perros (2000),Drama|Thriller,Emilio Echevarría|Gael García Bernal|Vanessa Bauche,"daughter|secret love|homeless person|mexico city, mexico|money|dog fighting|dog|nonlinear timeline|multiple storylines|new mexican cinema|commanding",5.9045,7.6,https://image.tmdb.org/t/p/w500/A4lH22nlFF7MdalGfcvSrlC1ttt.jpg,Dark,HOLLYWOOD
9383,Hollow Man (2000),Action|Science Fiction|Thriller,Kevin Bacon|Elisabeth Shue|Josh Brolin,experiment|killing|villain|slasher|scientist|survival horror|invisible person|voyeurism|invisibility,5.754,6.0,https://image.tmdb.org/t/p/w500/sd3qUIv5uoP2oTbqv66CzXSPjKG.jpg,Adrenaline,HOLLYWOOD
40255,Tales of the Unusual (2000),Horror|Comedy|Romance,Kazuyuki Aijima|Izumi Inamori|Renji Ishibashi,,2.9586,6.6,https://image.tmdb.org/t/p/w500/sukwYDxtoHacAlbTQ1rzUzPvTzS.jpg,Feel-Good,HOLLYWOOD
11075,Audition (2000),Horror|Drama,Ryo Ishibashi|Eihi Shiina|Jun Kunimura,sadism|man looking for wife|psychological thriller|torture|pretty woman,4.3656,7.1,https://image.tmdb.org/t/p/w500/zwGaUMm0wAqi0wkO7LJDlwoA5LP.jpg,Dark,HOLLYWOOD
9679,Gone in Sixty Seconds (2000),Action|Crime|Thriller,Nicolas Cage|Angelina Jolie|Giovanni Ribisi,california|sibling relationship|car race|brother|blackmail|detective|car thief|heist|remake|betrayal|organized crime|shootout|police chase|explosion|lock pick|stakeout|illegal drugs|stolen cars|nostalgic|action hero|ford mustang|blacklight|intense|vibrant,4.8712,6.4,https://image.tmdb.org/t/p/w500/fToQDmkBtiXYGh9xfgAh3gpo6GZ.jpg,Adrenaline,HOLLYWOOD
1907,The Beach (2000),Drama|Adventure|Romance|Thriller,Leonardo DiCaprio|Virginie Ledoyen|Guillaume Canet,exotic island|beach|based on novel or book|hippie|map|commune|delusion|shark attack|thailand|backpacker|community|marijuana|shark|extramarital affair|voiceover,5.1423,6.481,https://image.tmdb.org/t/p/w500/4y7LxD8TSi6AtsM2xSYqUm1gu7u.jpg,Adrenaline,HOLLYWOOD
8584,Shanghai Noon (2000),Adventure|Action|Comedy|Western,Jackie Chan|Owen Wilson|Lucy Liu,princess|rescue|martial arts|native american|sioux|travel|chinese|cowboy|duringcreditsstinger|19th century|action hero|good versus evil,5.2146,6.4,https://image.tmdb.org/t/p/w500/b0WwWRcDiDahkah5vZ0KjB4N9ZZ.jpg,Adrenaline,KOREAN
1636,Bedazzled (2000),Fantasy|Comedy|Romance,Brendan Fraser|Elizabeth Hurley|Frances O'Connor,love of one's life|wish|sale of soul|pact with the devil|remake|devil|demon|wishes come true|devil woman|faustian pact|searching for love|deal with the devil,4.6956,6.1,https://image.tmdb.org/t/p/w500/sBV28EVvWsJRosMsEFCbVmpAZEl.jpg,Epic/Myth,HOLLYWOOD
11978,Men of Honor (2000),Drama,Robert De Niro|Cuba Gooding Jr.|Charlize Theron,diving|u.s. navy,4.8055,7.5,https://image.tmdb.org/t/p/w500/wNUAnXV1mzOOfvnVBIYsalkk078.jpg,Romantic,HOLLYWOOD
1493,Miss Congeniality (2000),Comedy|Crime|Action,Sandra Bullock|Benjamin Bratt|Heather Burns,"undercover agent|investigation|beauty contest|talent show|fish out of water|terrorism|surveillance|san antonio, texas|beauty standards|beauty queen",5.0325,6.5,https://image.tmdb.org/t/p/w500/pat3vKaRlB70he4ghwTMydR4TvP.jpg,Adrenaline,HOLLYWOOD
8843,The Cell (2000),Horror|Science Fiction|Thriller,Jennifer Lopez|Vince Vaughn|Vincent D'Onofrio,california|schizophrenia|drowning|virtual reality|therapist|psychopath|fbi|investigation|horse|gore|surrealism|sadomasochism|serial killer|desert|mind game|subconscious,4.8775,6.3,https://image.tmdb.org/t/p/w500/kfYVxvDDAJoFq2knHUzAZP09pAc.jpg,Dark,HOLLYWOOD
2085,Romeo Must Die (2000),Action|Crime|Thriller,Jet Li|Aaliyah|Isaiah Washington,"martial arts|hip-hop|oakland, california|east asian lead",5.8921,6.266,https://image.tmdb.org/t/p/w500/zKrnaTWW63y4Q1XLrdZQyQmcRWd.jpg,Adrenaline,CHINESE
2440,Joint Security Area (2000),Drama|Thriller|Action,Lee Young-ae|Lee Byung-hun|Song Kang-ho,border|korean war (1950-53)|soldier|united nations|dmz|korean army|inter-korean relations,4.7375,7.8,https://image.tmdb.org/t/p/w500/etoPOj0bXzfw0LBNslCxqO7MHuv.jpg,Adrenaline,KOREAN
10501,The Road to El Dorado (2000),Family|Adventure|Animation|Comedy|Fantasy,Kenneth Branagh|Kevin Kline|Rosie Perez,gold|horse|cartoon|musical|con artist|sword fight|adventurer|16th century|conquistador|el dorado|age of discovery,5.8772,7.3,https://image.tmdb.org/t/p/w500/tQuqhUBACMcGqCvliHxpJreBfXC.jpg,Epic/Myth,ANIME
10393,The Replacements (2000),Comedy,Keanu Reeves|Gene Hackman|Brooke Langton,strike|sports|american football|coach|misfit|nfl (national football league),4.4305,6.7,https://image.tmdb.org/t/p/w500/6qerI41HqkdRlio1sG0d5HLZcFN.jpg,Feel-Good,HOLLYWOOD
10637,Remember the Titans (2000),Drama,Denzel Washington|Will Patton|Wood Harris,high school|friendship|sports|ku klux klan|politics|american football|1970s|trainer|race politics|civil rights|apartheid|racial segregation|based on true story|racist|high school sports|coaction|period drama|racial tension|xenophobia|virginia|head coach,4.2921,7.6,https://image.tmdb.org/t/p/w500/825ohvC4wZ3gCuncCaqkWeQnK8h.jpg,Romantic,HOLLYWOOD
2655,What Lies Beneath (2000),Drama|Horror|Mystery|Thriller,Michelle Pfeiffer|Harrison Ford|Diana Scarwid,lake|therapist|haunted house|haunting|suspicion|ouija board|car accident|new neighbor|vermont|missing child|ghost|séance|mysterious|shocking|angry|secret|absurd|admiring|ambiguous|appreciative|approving|audacious|baffled|sympathetic|vibrant,4.7395,6.426,https://image.tmdb.org/t/p/w500/2L3Cn0CizbSy2E9KJt1SiOSyb6p.jpg,Dark,HOLLYWOOD
47302,Stardom (2000),Comedy|Drama,Jessica Paré|Dan Aykroyd|Charles Berling,supermodel|celebrity|modeling|modeling shoot|fashion industry,4.5583,5.2,https://image.tmdb.org/t/p/w500/tmvVAym5DE15R9ZdRMe49GOVps.jpg,Feel-Good,HOLLYWOOD
16366,Joseph: King of Dreams (2000),Family|Animation|Drama,Ben Affleck|Mark Hamill|Richard Herd,faith|bible|ancient egypt|christian film,4.1643,6.9,https://image.tmdb.org/t/p/w500/ou0JqPXFbQcphqkMx1grfsmeJFX.jpg,Epic/Myth,HOLLYWOOD
9600,Big Momma's House (2000),Crime|Comedy,Martin Lawrence|Nia Long|Paul Giamatti,undercover|fbi|disguise|impersonation,4.3384,5.8,https://image.tmdb.org/t/p/w500/5YoSFqpTz5qIxsX61CPMGKONQIY.jpg,Feel-Good,HOLLYWOOD
1597,Meet the Parents (2000),Comedy|Romance,Ben Stiller|Robert De Niro|Teri Polo,daughter|central intelligence agency (cia)|airplane|airport|nurse|cat|orderly|father-in-law|epistaxis|lost baggage|urn|pavilion|volleyball|hospital|wedding|amused,3.7923,6.7,https://image.tmdb.org/t/p/w500/5tXJ9ctuyEOMUFLaeqRisbXowWs.jpg,Feel-Good,HOLLYWOOD
641,Requiem for a Dream (2000),Crime|Drama,Ellen Burstyn|Jared Leto|Jennifer Connelly,drug dealer|corruption|drug abuse|unsociability|degradation|insanity|heroin|drug addiction|junkie|hallucination|speed|diet|orderly|surrealism|illusion|fondling|drug use|grief|tragedy|drug pusher|marijuana|chain gang|postmodern|drug trade|psychiatrist|drugged|illegal prostitution|gay parent|subculture|bitterness|hatred|industrial music|force feeding|decadence|marijuana joint|boyfriend girlfriend relationship|heroin addict|prescription drug abuse|eating disorder|heroin addiction|voyeurism|brunette|sign languages|shock|narcotics|hospitalization|incarceration|gay theme|lesbian|cautionary tale|methamphetamine|drug addict|moral corruption|psychological drama|split screen|dramatic|anal play,4.4839,8.012,https://image.tmdb.org/t/p/w500/nOd6vjEmzCT0k4VYqsA2hwyi87C.jpg,Romantic,HOLLYWOOD
10559,Frequency (2000),Science Fiction|Thriller|Family|Crime,Dennis Quaid|Jim Caviezel|Shawn Doyle,rescue|future|new york city|race against time|mother|escape|detective|baseball|investigation|time travel|radio|father|time|family relationships|paranormal|flashback|murder|explosion|criminal investigation|nostalgic|firefighter|phenomenon|amateur radio|aurora borealis|altering history,4.38,7.3,https://image.tmdb.org/t/p/w500/eu3Hrjj271dnBdNAF0HqfmwWASt.jpg,Feel-Good,HOLLYWOOD
25538,Yi Yi (2000),Drama,Wu Nien-jen|Issey Ogata|Elaine Jin Yan-Ling,daughter|love triangle|businessman|photography|bullying|middle class|taiwan|wedding|family|taipei|curious|thoughtful|reminiscent|admiring,4.2063,7.9,https://image.tmdb.org/t/p/w500/mR8dSQZI8X6Z1NClJhFrtJp636z.jpg,Romantic,CHINESE
2133,The Perfect Storm (2000),Drama|Adventure|Action,George Clooney|Mark Wahlberg|Diane Lane,based on novel or book|natural disaster|u.s. air force|biography|based on true story|marine|disaster|shark|tragic event|thunderstorm|new england|jamaican|meteorologist|rescue boat|city hall|the flemish cap|male camaraderie|storm at sea|1990s|man vs nature,4.3225,6.5,https://image.tmdb.org/t/p/w500/vJPoxqgpfFNbGi0HyoNsjFeLCio.jpg,Adrenaline,HOLLYWOOD
20677,Detective Conan: Captured in Her Eyes (2000),Animation|Crime|Drama|Mystery|Adventure,Minami Takayama|Kappei Yamaguchi|Wakana Yamazaki,amnesia|detective|murder|shounen|anime|suspense|mystery,3.9862,7.4,https://image.tmdb.org/t/p/w500/o0ta1yBaKQRjEWLhOU8jmE9TdGa.jpg,Adrenaline,ANIME
2155,Reindeer Games (2000),Thriller|Action|Crime,Ben Affleck|Charlize Theron|Gary Sinise,prison|small town|robbery|casino|villainess|manipulation|role reversal|extramarital affair|voyeurism|christmas|suspenseful,3.4989,5.7,https://image.tmdb.org/t/p/w500/8y1PedfYWllJVoBbkt9KWLY155v.jpg,Adrenaline,HOLLYWOOD
13785,Best in Show (2000),Comedy,Bob Balaban|Jennifer Coolidge|Christopher Guest,"philadelphia, pennsylvania|pet shop|illinois|poodle|mockumentary|dog|terrier|kimono|dog show|pets|animal show",3.9857,6.9,https://image.tmdb.org/t/p/w500/qkYBCMN26SxkQww4gLxUXQm5vr4.jpg,Feel-Good,HOLLYWOOD
3536,U-571 (2000),War|Action|Adventure,Matthew McConaughey|Bill Paxton|Harvey Keitel,mission|submarine|world war ii|north atlantic|enigma machine|adoring,4.1497,6.5,https://image.tmdb.org/t/p/w500/7lc7jXmjQmITnfUBX7nN4kxKKbI.jpg,Adrenaline,HOLLYWOOD
479,Shaft (2000),Action|Adventure|Crime|Thriller,Samuel L. Jackson|Vanessa Williams|Jeffrey Wright,drug dealer|new york city|corruption|sibling relationship|based on novel or book|italian american|remake|revenge|murder|drugs|police officer|xenophobia|lucifer morningstar|african american,4.4213,6.0,https://image.tmdb.org/t/p/w500/5ncvnNPaN73cOqD4muE413sSOyY.jpg,Adrenaline,HOLLYWOOD
5994,The Family Man (2000),Comedy|Drama|Romance|Fantasy,Nicolas Cage|Téa Leoni|Don Cheadle,businessman|workaholic|midlife crisis|holiday|second chance|magic realism|first love|lost love|alternative reality|guardian angel|family man|christmas|what if|crisis of conscience|career vs family|christmas eve,3.7094,6.8,https://image.tmdb.org/t/p/w500/9wToOVsKuf0XeKhlauzCa3D8Gui.jpg,Epic/Myth,HOLLYWOOD
2067,Mission to Mars (2000),Science Fiction|Adventure|Mystery,Gary Sinise|Tim Robbins|Don Cheadle,spacecraft|planet mars|affectation|space travel|alien|space|astronaut|dismemberment|alien contact|trapped in space|aggressive|philosophical|lyrical|based on theme park ride|inspirational|absurd|admiring|adoring|amused|appreciative|enchant|exuberant|2020s,3.2687,6.0,https://image.tmdb.org/t/p/w500/cTKWoBpN5Gvi0vpMb9mLtYlwXqT.jpg,Adrenaline,HOLLYWOOD
8870,Red Planet (2000),Thriller|Action|Science Fiction,Val Kilmer|Carrie-Anne Moss|Benjamin Bratt,future|planet mars|robot|astronaut|space opera|catastrophe|space adventure,4.0314,5.7,https://image.tmdb.org/t/p/w500/6svTVlVEJDoOOEz1G09HLeb7vtF.jpg,Adrenaline,HOLLYWOOD
14805,Bait (2000),Action|Thriller|Crime,Jamie Foxx|David Morse|Robert Pastorelli,ex-con,3.8676,5.7,https://image.tmdb.org/t/p/w500/jon5ux36iUn6GnntxkZaNtB6AZT.jpg,Adrenaline,HOLLYWOOD
2046,The Gift (2000),Horror|Drama|Thriller|Mystery,Cate Blanchett|Giovanni Ribisi|Keanu Reeves,small town|sheriff|dreams|fortune teller|nightmare|court|widow|tarot cards|premonition|backwoods|pond|extrasensory perception|clairvoyant|abusive husband|southern gothic,3.1786,6.5,https://image.tmdb.org/t/p/w500/nQdBE1P0r4ZrgGqy5EX8sL2kXG6.jpg,Dark,HOLLYWOOD
10647,Pay It Forward (2000),Drama,Kevin Spacey|Helen Hunt|Angie Dickinson,child's point of view|candlelight vigil|good deed|exotic dancer|schoolteacher|extra credit assignment|disfigurement|junior high school|burn injury|woman director,3.3577,7.4,https://image.tmdb.org/t/p/w500/62OIokwaxFwBFWM147ijLJsaVJD.jpg,Romantic,HOLLYWOOD
9678,Little Nicky (2000),Comedy|Fantasy,Adam Sandler|Patricia Arquette|Harvey Keitel,new york city|sibling relationship|parent child relationship|hell|devil's son|satan|demon|bulldog|father son relationship,4.2576,5.8,https://image.tmdb.org/t/p/w500/AudA8gnTWSBWXBHSBHnr3HHUXXM.jpg,Epic/Myth,HOLLYWOOD
10991,Pokémon 3: The Movie (2000),Adventure|Fantasy|Animation|Action|Family,Rica Matsumoto|Ikue Otani|Yuji Ueda,mountain village|young boy|fighting|family|based on video game|missing parent|anime|father daughter relationship|teen adventure|valley|adventure,4.2186,6.5,https://image.tmdb.org/t/p/w500/hrBWiMWnD7mheMx846ycUWA3ohs.jpg,Epic/Myth,ANIME
